# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()
2.960179895011006e-09	0.6982047	0.5512036	0.14534768	0.6987626	0.5496785	0.14690608	0.69764674	0.55272865	0.14378932
2.961785721211768e-09	0.69805604	0.5406326	0.12850481	0.69914234	0.53877634	0.12967429	0.6969698	0.542489	0.12733534
2.9625853822042005e-09	0.6958294	0.537382	0.11973236	0.6971515	0.5354393	0.12066758	0.69450724	0.53932476	0.11879716
2.9633874507565217e-09	0.69243675	0.5357998	0.11094049	0.6939659	0.53382236	0.11162104	0.6909076	0.5377772	0.11025995
2.964196442754448e-09	0.6880725	0.53610516	0.102283224	0.6897737	0.53414214	0.10269306	0.68637145	0.5380682	0.1018734
2.965017181175287e-09	0.6829134	0.53850925	0.09392538	0.6847456	0.5366062	0.09405281	0.68108124	0.5404125	0.09379794
2.9666520588547e-09	0.67125463	0.5497826	0.0793739	0.67320067	0.54810745	0.07894103	0.66930866	0.55145764	0.07980678
2.9674672199152325e-09	0.6650557	0.5585184	0.073551804	0.6669795	0.55699664	0.07285283	0.66313183	0.5600401	0.07425078
2.9682859399309813e-09	0.6586894	0.56915355	0.06890525	0.66053605	0.56780344	0.06795558	0.6568428	0.57050365	0.06985492
2.969105097731396e-09	0.6522039	0.5813735	0.06561887	0.6539183	0.58020717	0.06444037	0.65048945	0.58253974	0.06679737
2.970760440477814e-09	0.6386419	0.6092406	0.063640185	0.6399313	0.6084669	0.062085956	0.6373524	0.6100143	0.065194406
2.971592471796635e-09	0.63149583	0.6238154	0.06515984	0.63250244	0.6232452	0.06346894	0.6304891	0.62438565	0.066850744
2.972415120238245e-09	0.6241672	0.6378335	0.06834559	0.62485945	0.63746715	0.066558085	0.62347484	0.6381997	0.070133075
2.9732289650285695e-09	0.6166758	0.6507446	0.073105335	0.6170339	0.65058273	0.07126195	0.6163177	0.65090644	0.07494871
2.974042024281805e-09	0.6090292	0.6621607	0.07936947	0.60904235	0.6622058	0.07751057	0.609016	0.6621156	0.081228375
2.975678860312084e-09	0.59380376	0.6788738	0.09595541	0.59314144	0.6793439	0.094185665	0.5944661	0.6784036	0.09772514
2.9764771477657603e-09	0.58693945	0.68339145	0.10557892	0.5859806	0.68407214	0.10390787	0.58789825	0.68271077	0.10724999
2.9772632199729905e-09	0.5809247	0.6853312	0.11573677	0.57970756	0.68621975	0.11419523	0.5821419	0.6844428	0.11727834
2.9780425199772333e-09	0.57600176	0.684813	0.12623051	0.5745677	0.68590546	0.124846414	0.57743585	0.6837207	0.12761463
2.9796080414977066e-09	0.5704633	0.67700785	0.14754638	0.5687252	0.67848855	0.1465545	0.5722014	0.6755271	0.14853826
2.9804094047269177e-09	0.5704273	0.6700395	0.15802531	0.5686031	0.67169726	0.15726665	0.57225156	0.6683817	0.15878399
2.98121688915591e-09	0.5725803	0.6614484	0.16791265	0.57071424	0.66326123	0.16740572	0.5744463	0.6596357	0.16841957
2.982026033302902e-09	0.577036	0.6516577	0.17687717	0.5751692	0.6535951	0.17663454	0.5789028	0.64972025	0.17711984
2.9836806983618974e-09	0.5931295	0.6295896	0.19131154	0.5913655	0.631659	0.19162457	0.5948936	0.6275202	0.19099851
2.9845092484737528e-09	0.6043252	0.6182393	0.19619262	0.6026517	0.62030053	0.19678009	0.6059986	0.61617815	0.19560517
2.985339271051186e-09	0.61719745	0.6070596	0.19933529	0.6156324	0.60905653	0.20018753	0.61876243	0.6050626	0.19848302
2.986173393178742e-09	0.63135356	0.5962262	0.20065701	0.62991023	0.5980992	0.20175967	0.63279694	0.5943533	0.19955434
2.98781663126772e-09	0.660766	0.57656896	0.19780105	0.6595887	0.57802176	0.19933069	0.6619433	0.5751161	0.19627145
2.9886433666231775e-09	0.67522216	0.5676597	0.19369166	0.6741911	0.5688181	0.19539328	0.6762532	0.5665012	0.19199005
2.989475735594454e-09	0.68880063	0.55939335	0.1878572	0.6879276	0.56020755	0.18969718	0.68967354	0.55857915	0.18601723
2.9903060233229903e-09	0.7008515	0.5518672	0.18046981	0.70015013	0.5522999	0.18240917	0.70155275	0.5514344	0.17853042
2.99113741244521e-09	0.7109728	0.5450746	0.1716675	0.71046054	0.5450996	0.17366435	0.7114851	0.5450495	0.16967066
2.992821056045572e-09	0.7241639	0.5338211	0.15037598	0.7240951	0.5330039	0.15235052	0.7242327	0.53463835	0.14840144
2.993674071847195e-09	0.7267479	0.52960944	0.13832816	0.7269345	0.5283916	0.14021794	0.72656125	0.5308273	0.13643834
2.9945324028411304e-09	0.7265581	0.5265993	0.12574168	0.7270184	0.5250195	0.1274967	0.72609764	0.52817917	0.12398664
2.9953885472319785e-09	0.7237531	0.5250329	0.11304029	0.72449714	0.5231489	0.11461357	0.72300893	0.5269168	0.111467026
2.99623206885151e-09	0.7187177	0.52511233	0.10069449	0.71974343	0.5229966	0.102046095	0.717692	0.5272282	0.09934288
2.9970632309417345e-09	0.711903	0.5269728	0.088987894	0.7131984	0.52470225	0.090084836	0.7106074	0.52924335	0.08789097
2.998687395314338e-09	0.6947657	0.53632766	0.068469405	0.69652516	0.5339742	0.068990245	0.6930063	0.5386811	0.067948565
2.9994983557004673e-09	0.68503964	0.5439951	0.059864163	0.686979	0.5417032	0.060073316	0.68310034	0.54628694	0.05965502
3.000321140465766e-09	0.6748101	0.5538009	0.05253755	0.6768838	0.5516323	0.052425243	0.67273647	0.5559694	0.052649867
3.0011487070198903e-09	0.66441697	0.565601	0.046785373	0.66656816	0.5636078	0.046353366	0.6622657	0.56759393	0.047217377
3.0027764272700863e-09	0.64437205	0.5935426	0.040794797	0.64648396	0.5920013	0.039779402	0.64225996	0.59508383	0.04181019
3.0035746901747864e-09	0.63492125	0.60887116	0.040633433	0.63691556	0.6075815	0.039369605	0.63292706	0.6101609	0.041897263
3.00437406738641e-09	0.6257478	0.62472886	0.04236585	0.62755996	0.6236977	0.040886797	0.62393576	0.62575996	0.043844897
3.0051854638082002e-09	0.61672074	0.64083475	0.04605601	0.61828655	0.6400646	0.044397768	0.6151549	0.64160496	0.047714256
3.0060126133861464e-09	0.60778534	0.6566874	0.051766507	0.60904384	0.65617454	0.049969744	0.60652673	0.6572002	0.053563274
3.007695739478532e-09	0.59038544	0.68469274	0.068973154	0.5908904	0.6846584	0.067038104	0.58988035	0.6847272	0.0709082
3.0085253389938238e-09	0.58227646	0.6952549	0.07984362	0.58237636	0.6954307	0.077910334	0.58217657	0.69507915	0.08177688
3.009341376447089e-09	0.5747568	0.7029564	0.09176712	0.57445806	0.7033237	0.08987796	0.5750556	0.70258904	0.09365629
3.0101516732251253e-09	0.56793654	0.7076784	0.10454836	0.5672575	0.7082235	0.102741346	0.5686156	0.70713294	0.10635537
3.0117967668504463e-09	0.55718243	0.7078666	0.13218823	0.5558361	0.70874995	0.13064958	0.5585288	0.7069831	0.13372691
3.0126321956758638e-09	0.5539762	0.7033087	0.14644659	0.55236703	0.70435834	0.1450879	0.55558527	0.7022592	0.14780529
3.013472938074435e-09	0.5527475	0.69591165	0.16049765	0.5509353	0.69712645	0.1593446	0.5545597	0.6946968	0.16165072
3.0143233183426157e-09	0.5538544	0.6859766	0.17406055	0.5519029	0.6873549	0.17313693	0.555806	0.68459827	0.17498416
3.0151738893644997e-09	0.5575557	0.6740566	0.18663338	0.55553144	0.6755905	0.18595728	0.55957985	0.6725227	0.18730946
3.0160209764064784e-09	0.5639367	0.6607214	0.19784619	0.5619044	0.66239595	0.1974306	0.5659691	0.659047	0.19826177
3.0177064609119276e-09	0.58444655	0.63174313	0.21514904	0.58256835	0.63362306	0.21527466	0.5863248	0.62986326	0.21502344
3.018542455207787e-09	0.59806734	0.61697876	0.2208024	0.5963339	0.61890686	0.22119704	0.59980065	0.61505073	0.2204077
3.019377211332292e-09	0.61348957	0.6024137	0.22428472	0.61193234	0.60434306	0.22494075	0.61504686	0.60048425	0.22362873
3.0202165275536412e-09	0.63036764	0.5881981	0.2255001	0.62900716	0.5900748	0.22640562	0.6317282	0.5863216	0.22459456
3.0210684618836875e-09	0.64835465	0.5744113	0.22433178	0.64720136	0.5761728	0.22547105	0.6495079	0.5726497	0.22319254
3.0227697562663636e-09	0.6843834	0.5494255	0.2147973	0.68362397	0.55076206	0.21632235	0.68514276	0.54808897	0.21327224
3.023610509122229e-09	0.7009827	0.53857225	0.2066983	0.7003942	0.53960574	0.20836496	0.701571	0.5375388	0.20503163
3.024444220348758e-09	0.7158599	0.528932	0.19664556	0.71542305	0.5296119	0.19841571	0.71629655	0.5282521	0.19487543
3.0252751441721567e-09	0.72859126	0.5205492	0.18482956	0.7282909	0.5208341	0.18666348	0.72889173	0.5202643	0.18299563
3.0261166260373164e-09	0.7388965	0.51343215	0.17129613	0.7387256	0.5132874	0.17315245	0.7390673	0.51357687	0.16943982
3.0278151408413087e-09	0.75047106	0.5038301	0.14048028	0.7505722	0.5027988	0.14224681	0.75036985	0.50486135	0.13871375
3.0286393891793772e-09	0.7513577	0.5017408	0.124552116	0.7516128	0.50030935	0.1262089	0.75110257	0.5031722	0.12289532
3.029453451206713e-09	0.7492493	0.5014952	0.10868353	0.74967766	0.499714	0.11019023	0.74882084	0.50327647	0.10717684
3.0302737083301133e-09	0.744326	0.50318867	0.09292765	0.74495053	0.5011184	0.09424336	0.74370146	0.5052588	0.09161193
3.0311121208085234e-09	0.736715	0.507033	0.077448204	0.73755807	0.5047484	0.078531615	0.7358719	0.5093177	0.0763648
3.0328134429694403e-09	0.71504885	0.52167326	0.049498826	0.7163514	0.51924145	0.050023258	0.7137462	0.5241051	0.048974395
3.0336667927224734e-09	0.7020453	0.53249896	0.03791637	0.7035583	0.53014046	0.038134664	0.7005322	0.5348575	0.03769807
3.0345206891262623e-09	0.68825203	0.5455886	0.028346319	0.6899409	0.5433916	0.02825506	0.68656313	0.5477857	0.02843757
3.035363158592412e-09	0.67427725	0.56057674	0.021112543	0.67609084	0.5586108	0.020723153	0.6724637	0.5625426	0.021501932
3.036196878452112e-09	0.6603934	0.5772183	0.016289577	0.66226995	0.5755334	0.015621787	0.6585168	0.5789031	0.016957367
3.037032767182559e-09	0.6466308	0.595396	0.013917689	0.64850056	0.59402514	0.012995785	0.6447611	0.5967668	0.014839595
3.038722951393051e-09	0.6197565	0.6348822	0.016958427	0.62137944	0.63416386	0.015626024	0.6181335	0.6356007	0.018290827
3.0395567128524887e-09	0.60707706	0.6545392	0.022336794	0.60846627	0.6541171	0.020861771	0.60568804	0.65496135	0.02381182
3.0403862532764952e-09	0.59488523	0.67331976	0.030141685	0.5959783	0.67316014	0.028567085	0.5937922	0.67347944	0.03171628
3.0412188269750658e-09	0.5831272	0.6906818	0.040288083	0.5838729	0.6907476	0.038656417	0.5823816	0.690616	0.041919746
3.0420600831324578e-09	0.57182974	0.7060159	0.052676905	0.5721904	0.70627034	0.051030297	0.5714691	0.70576143	0.054323517
3.0437148337709806e-09	0.5519554	0.7274176	0.08218765	0.5515332	0.7279455	0.08062751	0.55237764	0.7268897	0.0837478
3.0445412371161817e-09	0.543646	0.7329635	0.09881311	0.5428556	0.73359454	0.09734698	0.54443634	0.73233235	0.10027925
3.0453782986172757e-09	0.53670967	0.7348335	0.11643245	0.5355826	0.73555803	0.115091	0.5378368	0.7341087	0.117773876
3.0462329038426446e-09	0.531503	0.73288727	0.13481067	0.53008205	0.7337046	0.13362345	0.53292394	0.7320698	0.13599788
3.047090761440225e-09	0.52852887	0.72723484	0.15321617	0.52687335	0.72814864	0.1522077	0.5301843	0.72632104	0.15422465
3.0488001082548048e-09	0.53053933	0.70651865	0.18803447	0.528621	0.7076416	0.18744054	0.53245765	0.7053957	0.1886284
3.049635724465899e-09	0.53578144	0.6927966	0.20336509	0.53383875	0.69402516	0.20299514	0.53772414	0.691568	0.20373507
3.050461445548236e-09	0.54382306	0.6776013	0.21696036	0.5419222	0.67892885	0.21682015	0.5457239	0.67627376	0.21710058
3.0512817277366774e-09	0.5545828	0.6613763	0.22864076	0.5527839	0.6627891	0.22873259	0.55638164	0.6599635	0.22854893
3.052100898817929e-09	0.5679313	0.6444803	0.23823528	0.566287	0.6459568	0.2385576	0.5695755	0.64300376	0.23791304
3.0537460790344656e-09	0.60144967	0.6098778	0.25044885	0.60023093	0.61138374	0.25120908	0.6026684	0.60837203	0.24968863
3.0545756907381735e-09	0.62091815	0.59263945	0.25274324	0.6199442	0.5940942	0.2537011	0.62189215	0.59118456	0.25178537
3.0554001099409925e-09	0.641279	0.5759109	0.25234228	0.64054835	0.5772631	0.2534747	0.6420096	0.5745589	0.25120988
3.0562052746939675e-09	0.66157454	0.56009716	0.24934462	0.6610684	0.56129557	0.2506225	0.66208065	0.5588988	0.24806671
3.0577723640660994e-09	0.7000381	0.53126156	0.23622406	0.6998965	0.53201044	0.23770277	0.7001797	0.53051275	0.23474534
3.058547414933712e-09	0.71750116	0.5182046	0.22631975	0.7174963	0.51866525	0.22785342	0.7175062	0.51774406	0.22478609
3.0593246063087133e-09	0.7333244	0.5061312	0.21428168	0.7334283	0.50626874	0.21583886	0.73322046	0.5059936	0.21272452
3.0601067107085668e-09	0.7471112	0.49522296	0.2002203	0.74730104	0.4950115	0.20176801	0.74692124	0.49543434	0.19867258
3.061699805943082e-09	0.7671716	0.4778846	0.166564	0.7674955	0.4769426	0.16798699	0.76684785	0.47882667	0.165141
3.0625253927652227e-09	0.7728603	0.47205454	0.14716166	0.7732509	0.4707552	0.14846483	0.77246964	0.4733537	0.14585847
3.0633577478400707e-09	0.7752221	0.46874	0.12680523	0.77569014	0.4671178	0.12795186	0.77475417	0.47036225	0.12565859
3.0641973913449034e-09	0.7742446	0.4682521	0.10594265	0.7748071	0.46635786	0.10689865	0.77368224	0.47014636	0.10498668
3.0650365406328737e-09	0.77008927	0.47081548	0.085266165	0.7707647	0.46871686	0.086004026	0.76941377	0.47291413	0.08452831
3.0667302480190967e-09	0.75328875	0.4856367	0.046109773	0.7542373	0.4833695	0.04635056	0.7523402	0.4879039	0.04586899
3.067585245412675e-09	0.7413249	0.49797958	0.028640112	0.74241793	0.4957603	0.02861705	0.7402319	0.5001989	0.028663164
3.0684427026571922e-09	0.72753656	0.51345503	0.013268526	0.72876227	0.5113715	0.0129836	0.7263108	0.5155385	0.0135534555
3.0693020563676595e-09	0.71230054	0.53182465	0.00040971153	0.713632	0.52995753	-0.00012628974	0.71096903	0.53369164	0.0009457093
3.0701563163166477e-09	0.6960622	0.55257463	-0.009520531	0.69745624	0.55098975	-0.010286631	0.69466805	0.5541596	-0.008754431
3.071007887322435e-09	0.6790293	0.5752796	-0.016329179	0.68043	0.57402515	-0.017297886	0.6776285	0.57653415	-0.015360465
3.072733001566122e-09	0.64262164	0.6250577	-0.019954123	0.6438285	0.62453705	-0.021226827	0.64141476	0.62557846	-0.018681418
3.0736167649946e-09	0.6232805	0.6510053	-0.016370539	0.6242761	0.65084684	-0.017735295	0.6222849	0.65116376	-0.015005777
3.074477288608894e-09	0.60422647	0.67545813	-0.009374343	0.60495144	0.67561674	-0.01078511	0.60350144	0.6752995	-0.007963578
3.075315767185129e-09	0.585683	0.6977119	0.0006443073	0.586095	0.69813275	-0.0007705906	0.585271	0.697291	0.0020592045
3.076151147575219e-09	0.5675355	0.71760386	0.0135726305	0.56760323	0.7182343	0.012191655	0.56746787	0.71697354	0.014953604
3.0770034824730585e-09	0.549761	0.7348825	0.029523259	0.5494622	0.7356737	0.028213263	0.5500597	0.73409134	0.030833254
3.0787637098883186e-09	0.5176183	0.7587212	0.069741435	0.5165959	0.7597039	0.068680175	0.5186407	0.75773835	0.07080269
3.0796540566875363e-09	0.50496805	0.7640482	0.09283976	0.5036342	0.76507926	0.091948815	0.50630194	0.76301724	0.09373071
3.080529705418301e-09	0.4957002	0.76480377	0.11662161	0.4941155	0.76586634	0.1159217	0.49728498	0.76374114	0.11732151
3.081387814477875e-09	0.49015135	0.76141346	0.14037603	0.48838368	0.7625012	0.13988179	0.49191898	0.76032585	0.14087029
3.082241209092167e-09	0.48843986	0.75429916	0.16387062	0.48655826	0.7554117	0.16359484	0.49032146	0.75318664	0.1641464
3.083101013019191e-09	0.49074483	0.74375355	0.18684462	0.48882014	0.7448929	0.18679872	0.49266958	0.7426143	0.18689053
3.084809216122385e-09	0.5073179	0.71444273	0.22828016	0.5055206	0.71562904	0.2287014	0.50911516	0.7132563	0.2278589
3.085674491612762e-09	0.5214413	0.6961793	0.24614063	0.5198088	0.6973725	0.24679308	0.5230738	0.69498616	0.24548821
3.086548456930563e-09	0.53916204	0.6759081	0.26144722	0.5377536	0.6770834	0.2623212	0.54057044	0.67473274	0.26057324
3.0874095653482606e-09	0.5595578	0.65447694	0.27346855	0.5584142	0.6555998	0.27454254	0.5607015	0.653354	0.2723945
3.088272153836761e-09	0.58237576	0.63187647	0.28215462	0.58152634	0.63290274	0.2834043	0.5832252	0.6308502	0.28090495
3.0891397874744216e-09	0.6071363	0.60832936	0.28725618	0.606595	0.6092068	0.2886513	0.60767764	0.6074518	0.28586113
3.0908313816086174e-09	0.6581111	0.5614773	0.28612	0.6581412	0.5619072	0.28768644	0.65808094	0.5610474	0.28455356
3.0916690146391948e-09	0.6833714	0.5386127	0.2800259	0.6836428	0.5387509	0.2816142	0.6831001	0.53847474	0.27843755
3.0925135602779925e-09	0.7079593	0.51639855	0.27023238	0.7084331	0.5162071	0.2717975	0.7074855	0.51659	0.26866722
3.093372518211634e-09	0.73137206	0.4952003	0.2566687	0.7320057	0.49465156	0.25816384	0.7307385	0.49574918	0.25517353
3.0942331710190624e-09	0.7525517	0.47593814	0.23968479	0.7532995	0.4750255	0.24106511	0.75180376	0.4768507	0.2383045
3.095063559395362e-09	0.77025425	0.45976424	0.22040217	0.77107435	0.4585119	0.22163327	0.7694341	0.4610166	0.21917112
3.0966716338168465e-09	0.7952608	0.43696958	0.17651358	0.7961495	0.43514782	0.17736825	0.7943721	0.43879136	0.17565891
3.097467134883833e-09	0.8025762	0.43058148	0.15250364	0.80348366	0.42854434	0.15314025	0.80166876	0.43261847	0.15186703
3.0982633490901483e-09	0.8063863	0.42779016	0.1276187	0.8073144	0.42559355	0.128023	0.80545837	0.42998672	0.12721439
3.099064508262535e-09	0.8066948	0.42878658	0.10226667	0.80765134	0.4264927	0.1024282	0.8057381	0.43108043	0.10210514
3.1006820362030942e-09	0.79711366	0.4426276	0.05244237	0.79815984	0.44034773	0.0521064	0.7960675	0.4449075	0.05277834
3.1014896435407713e-09	0.78767973	0.45530924	0.029387053	0.78877985	0.4531454	0.028809551	0.7865795	0.45747313	0.02996456
3.102303781008229e-09	0.77540153	0.47171873	0.00809437	0.77655214	0.46974343	0.0072855502	0.7742509	0.47369403	0.008903191
3.103132200536661e-09	0.76034665	0.49182683	-0.011061309	0.761533	0.49011135	-0.01208685	0.75916034	0.4935422	-0.010035765
3.1048212167338018e-09	0.7228044	0.5416269	-0.04046722	0.7239624	0.5406077	-0.041851986	0.7216464	0.54264605	-0.03908245
3.105665215303923e-09	0.7011537	0.56976694	-0.049579147	0.7022227	0.5691458	-0.051091306	0.7000846	0.570388	-0.048066985
3.106503362008696e-09	0.67811984	0.59894025	-0.054598022	0.6790405	0.5987206	-0.056196947	0.67719924	0.5991599	-0.0529991
3.107343490022536e-09	0.6538176	0.6286323	-0.055450104	0.65452754	0.62880015	-0.05709361	0.6531075	0.62846446	-0.053806603
3.108188780922684e-09	0.6285205	0.6581265	-0.05203532	0.62896055	0.65864944	-0.053679578	0.6280804	0.65760356	-0.050391067
3.10904186943422e-09	0.6025945	0.68663716	-0.04430188	0.60271347	0.6874672	-0.045902275	0.6024755	0.68580705	-0.042701486
3.1107511403664405e-09	0.5517305	0.7366225	-0.016639417	0.5511254	0.73787796	-0.018025823	0.55233556	0.735367	-0.01525301
3.1116137903555296e-09	0.5279315	0.75675774	0.0028086673	0.52695954	0.75813115	0.0015864782	0.5289035	0.75538427	0.0040308544
3.1124627418429084e-09	0.50665754	0.7724999	0.024938712	0.5053492	0.7739354	0.023908516	0.5079658	0.7710644	0.025968913
3.1133047536311577e-09	0.48832425	0.78378665	0.049282506	0.48672262	0.7852422	0.04846716	0.48992595	0.7823311	0.05009786
3.114147434294148e-09	0.47333878	0.7906096	0.0754511	0.4714964	0.79205644	0.07486964	0.47518116	0.7891626	0.07603256
3.1158352866771623e-09	0.45540494	0.79097474	0.13082315	0.45327273	0.7923643	0.1307454	0.45753723	0.78958505	0.13090089
3.116673505042911e-09	0.45316315	0.78495395	0.1585407	0.4509905	0.7863115	0.15872079	0.45533577	0.7835965	0.15836057
3.117523014090825e-09	0.45562378	0.7750647	0.18594591	0.4534812	0.7763919	0.18638667	0.4577663	0.7737374	0.18550518
3.11835479798913e-09	0.4626251	0.7620434	0.21153112	0.4605791	0.7633414	0.21222246	0.46467105	0.7607455	0.2108398
3.119174712499168e-09	0.47381234	0.7463292	0.23501928	0.4719228	0.74759305	0.23594925	0.4757019	0.74506533	0.23408926
3.120800816706409e-09	0.50738573	0.7080305	0.2747073	0.5059627	0.7091783	0.27606866	0.5088088	0.7068828	0.2733459
3.1216267316890406e-09	0.5293814	0.6855823	0.2905539	0.52825814	0.6866268	0.29210237	0.53050464	0.68453777	0.28900546
3.1224649643159887e-09	0.55438703	0.6611581	0.30320105	0.5535959	0.6620548	0.3049088	0.5551783	0.66026145	0.3014933
3.1233094880732437e-09	0.5816748	0.63520914	0.31215402	0.5812322	0.6359061	0.31398448	0.58211756	0.6345123	0.31032357
3.124142368995972e-09	0.60997295	0.60864455	0.31703618	0.60987234	0.60909164	0.31894448	0.61007357	0.60819757	0.3151279
3.1257843341766086e-09	0.6670867	0.5549543	0.3146471	0.6675993	0.554765	0.31656557	0.6665741	0.55514365	0.3127286
3.1266156227823573e-09	0.6952909	0.52800107	0.30726808	0.69605976	0.5274333	0.30911428	0.6945221	0.52856886	0.30542192
3.127465307808869e-09	0.7226871	0.50134885	0.29551393	0.72366977	0.50037336	0.29723182	0.7217045	0.5023244	0.2937961
3.128310154265078e-09	0.7478317	0.4763947	0.27977863	0.7489761	0.47501078	0.28131628	0.7466873	0.4777786	0.27824098
3.1291551602135035e-09	0.7703006	0.45367607	0.26027972	0.7715584	0.45189962	0.26158834	0.76904285	0.45545244	0.2589711
3.130821733846912e-09	0.8049203	0.41818833	0.21238324	0.8062871	0.41575846	0.21311943	0.8035536	0.4206182	0.21164708
3.131663910658291e-09	0.81684905	0.40624624	0.18445845	0.81823397	0.40358028	0.1848593	0.8154642	0.40891218	0.18405758
3.132511892361176e-09	0.824807	0.39900023	0.15466903	0.82620037	0.39617884	0.15471293	0.82341355	0.4018216	0.15462515
3.1333558731672316e-09	0.82860947	0.39690834	0.12407575	0.8300115	0.39402428	0.12375492	0.82720757	0.3997924	0.12439656
3.134196786683938e-09	0.8283262	0.40008736	0.0934085	0.82974195	0.39723846	0.0927249	0.8269104	0.40293616	0.0940921
3.135038340527867e-09	0.82406646	0.40853053	0.063292615	0.8255013	0.40581694	0.062256522	0.8226315	0.4112441	0.064328715
3.136746349189047e-09	0.8038799	0.44096494	0.0069692	0.80533934	0.43882227	0.0052897586	0.8024206	0.44310752	0.008648642
3.1376011463587017e-09	0.788422	0.46404943	-0.017391304	0.7898589	0.46232405	-0.019337736	0.7869849	0.46577486	-0.015444875
3.138458018228936e-09	0.769688	0.4909881	-0.03841011	0.7710572	0.48974866	-0.0405761	0.76831865	0.49222755	-0.036244117
3.1393197952469174e-09	0.7478703	0.52117836	-0.0555803	0.74910975	0.5204746	-0.057911463	0.7466309	0.52188206	-0.053249143
3.1401830371244713e-09	0.72335327	0.5536984	-0.068345465	0.7243883	0.55355275	-0.07078056	0.7223183	0.55384403	-0.06591038
3.1410397748297498e-09	0.69676316	0.58732766	-0.07629399	0.69751513	0.5877294	-0.07876777	0.69601125	0.586926	-0.07382022
3.142740951749177e-09	0.6391207	0.6543584	-0.07743067	0.63908476	0.65572107	-0.07978699	0.6391566	0.6529957	-0.07507434
3.14357749133701e-09	0.6095021	0.68562084	-0.07081579	0.60899264	0.6873518	-0.07302268	0.6100115	0.68388987	-0.06860889
3.1444162462568194e-09	0.5798222	0.71471	-0.059627432	0.5788081	0.7167233	-0.061628968	0.5808363	0.7126966	-0.0576259
3.1452703367470156e-09	0.5503748	0.7412524	-0.04385014	0.5488432	0.7434606	-0.045591652	0.55190647	0.73904425	-0.04210863
3.146123394552994e-09	0.5225588	0.7640289	-0.024094086	0.5205355	0.7663435	-0.02553246	0.524582	0.76171416	-0.022655714
3.1478192650066707e-09	0.4752348	0.79649657	0.024944637	0.4724121	0.79881716	0.024202501	0.47805756	0.7941759	0.025686761
3.1486422312869956e-09	0.4575079	0.8056656	0.05227076	0.4544204	0.8079263	0.05189473	0.46059546	0.803405	0.052646793
3.149447445706737e-09	0.4442087	0.8104065	0.080458984	0.44095486	0.8125914	0.08044964	0.44746247	0.8082217	0.08046834
3.1502514756634733e-09	0.43530378	0.81104267	0.109453164	0.43198043	0.81314784	0.10981251	0.4386273	0.80893755	0.10909382
3.151062123683558e-09	0.43100205	0.8076892	0.13895135	0.42770642	0.809718	0.13967974	0.4342977	0.8056604	0.13822295
3.1527044415275962e-09	0.43699875	0.78948134	0.1971176	0.43404564	0.7913718	0.19856477	0.43995175	0.78759086	0.1956704
3.1535358788974147e-09	0.44734702	0.774971	0.22455414	0.44469786	0.7767867	0.22633922	0.44999623	0.77315545	0.22276905
3.154367648407859e-09	0.46225452	0.7572876	0.24988714	0.45998174	0.7590085	0.25198424	0.46452722	0.75556684	0.2477901
3.155208843358953e-09	0.48152763	0.7364987	0.27282003	0.47969452	0.73808753	0.27519864	0.48336086	0.73490983	0.27044138
3.1560651601639325e-09	0.504917	0.7126773	0.29288617	0.5035745	0.7140782	0.29550797	0.50625974	0.7112765	0.29026434
3.1577761971294734e-09	0.56032157	0.6585392	0.3213699	0.56000876	0.6593515	0.32431167	0.5606343	0.65772676	0.3184281
3.1586427277569225e-09	0.5912526	0.6286483	0.32922253	0.5914444	0.6290433	0.33222586	0.5910608	0.6282533	0.32621917
3.159508663313129e-09	0.6230124	0.5977759	0.3323524	0.62367046	0.5976787	0.33534148	0.6223543	0.5978731	0.3293633
3.160365005526114e-09	0.6544596	0.56683004	0.33070064	0.6555259	0.56618536	0.33359787	0.65339315	0.56747484	0.3278033
3.161214194940891e-09	0.6849311	0.53636354	0.32438853	0.68634045	0.5351358	0.32711792	0.6835216	0.53759134	0.32165915
3.1620646022887194e-09	0.71403223	0.50676805	0.31348902	0.71571934	0.50494057	0.31597564	0.7123451	0.50859547	0.3110024
3.1637504716167193e-09	0.7650882	0.45377618	0.27918774	0.76714456	0.4508222	0.28099075	0.763032	0.45673007	0.27738476
3.1645771452426847e-09	0.78589267	0.43202335	0.25686818	0.78805953	0.42860118	0.2582505	0.78372586	0.4354455	0.25548586
3.165408759167191e-09	0.8034717	0.41387558	0.23136897	0.80571824	0.41007176	0.23228233	0.801225	0.41767946	0.2304556
3.166256063195022e-09	0.8176061	0.3998549	0.20282991	0.81991357	0.39577606	0.20322868	0.81529874	0.4039337	0.20243116
3.167123718651611e-09	0.82787144	0.39069527	0.1716298	0.8302291	0.38647208	0.17147605	0.82551354	0.3949185	0.17178358
3.168854866438419e-09	0.8350012	0.38941178	0.10656184	0.8374386	0.3853553	0.105287135	0.8325637	0.3934682	0.10783656
3.1697028635709443e-09	0.83192426	0.39720097	0.0749246	0.834383	0.3934488	0.07312171	0.8294655	0.40095314	0.07672752
3.170549191409611e-09	0.8246517	0.41029605	0.044551086	0.8271054	0.4069833	0.042254068	0.8221979	0.4136088	0.04684811
3.171392614782963e-09	0.8134209	0.42828673	0.016213063	0.8158269	0.4255317	0.013470195	0.81101465	0.43104187	0.018955927
