# t (s)	mx ()	my ()	mz ()	m.region1x ()	m.region1y ()	m.region1z ()	m.region2x ()	m.region2y ()	m.region2z ()
8.644469505909174e-10	0.6548716	0.3983057	0.21967378	0.6548723	0.39830792	0.21970956	0.6548708	0.39830348	0.21963796
8.651311755984537e-10	0.66835684	0.3851656	0.20496826	0.66836166	0.38516364	0.20500381	0.6683522	0.38516757	0.20493272
8.66473509210531e-10	0.6932782	0.3653539	0.17152104	0.6932901	0.3653434	0.17155465	0.69326633	0.3653644	0.1714874
8.671462524530856e-10	0.70461476	0.35886666	0.15282974	0.70462984	0.35885185	0.15286171	0.7045996	0.35888153	0.15279777
8.685345093675133e-10	0.72439384	0.3537217	0.1113901	0.7244147	0.35369813	0.11141737	0.724373	0.35374522	0.11136285
8.692395798483502e-10	0.7320263	0.35562226	0.089449465	0.7320497	0.35559464	0.08947368	0.73200285	0.35564992	0.08942524
8.706464199530939e-10	0.7409117	0.36867422	0.045512754	0.7409395	0.36863968	0.045529798	0.74088395	0.36870873	0.045495715
8.713277808698681e-10	0.7416144	0.37927404	0.024825634	0.741644	0.37923703	0.024838744	0.74158484	0.37931105	0.024812523
8.726042797324218e-10	0.7355955	0.40581903	-0.0114330975	0.7356278	0.4057793	-0.011427921	0.7355631	0.40585876	-0.011438275
8.732214076624399e-10	0.72902304	0.42131406	-0.027279258	0.7290564	0.421274	-0.027278077	0.72898954	0.42135412	-0.027280431
8.74464547561126e-10	0.7084135	0.4563717	-0.05473016	0.7084484	0.45633316	-0.054737132	0.7083785	0.45641032	-0.054723192
8.750999269767167e-10	0.69422525	0.47562233	-0.066063225	0.69426066	0.47558555	-0.0660743	0.69418985	0.47565907	-0.06605216
8.763761892222535e-10	0.6591271	0.5153526	-0.08257179	0.6591626	0.5153216	-0.082590654	0.65909165	0.5153836	-0.08255293
8.770004192776562e-10	0.63925076	0.53472424	-0.087421514	0.6392856	0.53469694	-0.08744387	0.6392158	0.5347516	-0.08739915
8.782603748276816e-10	0.595237	0.57255775	-0.09053089	0.5952698	0.57253903	-0.090559475	0.5952042	0.57257634	-0.09050229
8.795581136471705e-10	0.5468727	0.6086678	-0.084371135	0.54690146	0.60865915	-0.0844047	0.5468439	0.6086764	-0.08433758
8.802167394286623e-10	0.52211964	0.6256091	-0.077679425	0.5221456	0.6256057	-0.07771486	0.52209365	0.62561256	-0.077643976
8.81534048594003e-10	0.4741045	0.6563612	-0.057396263	0.47412348	0.6563678	-0.05743401	0.47408542	0.6563548	-0.057358526
8.82195212129036e-10	0.45147213	0.6701156	-0.04392741	0.451487	0.67012674	-0.043965533	0.45145732	0.67010456	-0.04388929
8.835383136097871e-10	0.41019434	0.6942884	-0.010425875	0.4101997	0.69430745	-0.010463139	0.410189	0.6942693	-0.010388608
8.841951488276463e-10	0.39288417	0.70411897	0.008637296	0.39288458	0.70414126	0.0086012315	0.39288378	0.7040967	0.00867336
8.855010398952005e-10	0.36530414	0.71933734	0.050816257	0.3652947	0.71936446	0.050783973	0.3653135	0.7193101	0.050848536
8.861493074640206e-10	0.3553806	0.7245607	0.07343089	0.35536653	0.7245896	0.07340108	0.35539454	0.7245319	0.0734607
8.874399724438574e-10	0.34376097	0.72986114	0.12054338	0.34373873	0.72989213	0.120519415	0.34378314	0.72983015	0.120567344
8.880936039460491e-10	0.34216934	0.729762	0.14491765	0.34214363	0.7297936	0.14489698	0.34219503	0.72973055	0.14493832
8.894400658742521e-10	0.34806412	0.723213	0.19468059	0.34803307	0.7232448	0.19466719	0.34809515	0.7231812	0.19469392
8.901158883361254e-10	0.35556576	0.71656835	0.2187937	0.35553306	0.7165998	0.21878412	0.35559845	0.71653676	0.21880326
8.914818944865808e-10	0.3793605	0.69607484	0.2641813	0.37932676	0.6961055	0.26417947	0.37939423	0.6960443	0.2641831
8.921578438846846e-10	0.39502576	0.6824204	0.28438622	0.39499265	0.6824502	0.28438818	0.39505887	0.6823905	0.28438428
8.934919417670601e-10	0.43231234	0.6487979	0.31854254	0.4322825	0.648826	0.3185516	0.432342	0.6487699	0.31853348
8.941646676139578e-10	0.45375377	0.6286483	0.33239534	0.45372668	0.62867516	0.3324077	0.45378083	0.6286214	0.33238298
8.955351326966107e-10	0.5012717	0.58174026	0.35250068	0.5012516	0.58176434	0.35251904	0.5012919	0.5817162	0.35248235
8.962173240038927e-10	0.52615607	0.555925	0.35807443	0.5261401	0.55594736	0.35809526	0.5261721	0.5559026	0.35805362
8.975914361664177e-10	0.57705677	0.50054353	0.3596446	0.5770495	0.5005616	0.35966936	0.577064	0.5005256	0.3596198
8.982752846664637e-10	0.60214657	0.47208738	0.35544878	0.60214365	0.47210258	0.3554749	0.60214937	0.47207212	0.35542268
8.996275184543605e-10	0.6499477	0.41630214	0.3373403	0.6499529	0.41631117	0.33736783	0.6499425	0.41629305	0.33731276
9.002596679218056e-10	0.6710669	0.39131293	0.3245099	0.6710753	0.3913187	0.32453746	0.6710583	0.39130718	0.32448235
9.01455675201683e-10	0.7081827	0.34777588	0.29311705	0.70819646	0.34777507	0.2931437	0.70816886	0.3477767	0.2930904
9.020272002400766e-10	0.7243967	0.32932383	0.27508348	0.72441256	0.32931978	0.27510917	0.72438097	0.3293279	0.27505773
9.03144897912864e-10	0.75283587	0.29894254	0.23487858	0.75285447	0.29893234	0.23490174	0.75281715	0.2989528	0.23485544
9.042738832848296e-10	0.77663636	0.2774337	0.1887841	0.77665687	0.27741778	0.18880369	0.776616	0.2774496	0.18876448
9.054047820038668e-10	0.7948339	0.26665315	0.13867335	0.7948552	0.2666326	0.13868873	0.7948127	0.26667374	0.13865799
9.065623087775712e-10	0.8068	0.26787475	0.08518118	0.80682147	0.26785073	0.08519166	0.80677855	0.26789874	0.08517069
9.071383969952607e-10	0.8099572	0.27328095	0.05837493	0.8099786	0.27325585	0.05838285	0.80993587	0.27330607	0.058367025
9.082868268225988e-10	0.8100893	0.29352582	0.005946302	0.8101104	0.29349977	0.0059489366	0.8100683	0.29355183	0.0059436667
9.094528691172054e-10	0.8010248	0.32629427	-0.04395726	0.80104524	0.32626915	-0.043959998	0.8010043	0.3263194	-0.043954514
9.100480432272602e-10	0.7925652	0.34727478	-0.06736953	0.79258525	0.34725082	-0.06737494	0.79254526	0.3472988	-0.06736411
9.11240782555141e-10	0.76752436	0.3964592	-0.1085939	0.76754326	0.39643887	-0.108604334	0.7675055	0.39647952	-0.108583495
9.124003409287832e-10	0.7329291	0.45095396	-0.13971044	0.7329463	0.45093876	-0.13972506	0.73291194	0.45096913	-0.13969584
9.13558937606783e-10	0.6890367	0.50874984	-0.16042872	0.6890515	0.5087411	-0.16044661	0.68902194	0.50875854	-0.1604108
9.141337961919684e-10	0.66424626	0.5376524	-0.16653492	0.6642596	0.5376472	-0.16655402	0.66423285	0.53765756	-0.1665158
9.152477805816497e-10	0.6117297	0.59230304	-0.17016713	0.6117397	0.59230506	-0.17018774	0.6117197	0.592301	-0.17014654
9.163723128276475e-10	0.55475724	0.64358747	-0.16280313	0.5547629	0.64359677	-0.16282398	0.5547516	0.6435781	-0.16278227
9.175117799580138e-10	0.49583825	0.68951935	-0.14439702	0.49583882	0.68953526	-0.14441682	0.49583775	0.68950343	-0.14437722
9.180799483955355e-10	0.46697593	0.7096821	-0.13134383	0.4669737	0.7097008	-0.13136263	0.46697807	0.7096634	-0.131325
9.192079580358512e-10	0.41258273	0.7437453	-0.09848054	0.41257507	0.74376833	-0.09849654	0.41259044	0.7437222	-0.098464504
9.203581139029032e-10	0.36352417	0.7699922	-0.056651343	0.36351115	0.7700178	-0.056663584	0.36353722	0.76996654	-0.056639113
9.215282995668286e-10	0.3228919	0.78794974	-0.0072007417	0.32287437	0.78797615	-0.007208449	0.3229094	0.78792346	-0.0071930327
9.221105052622802e-10	0.30684033	0.7936988	0.019387875	0.30682105	0.7937249	0.019382581	0.3068596	0.7936726	0.019393167
9.232757605265994e-10	0.28399643	0.7991007	0.07526229	0.2839749	0.79912543	0.07526197	0.28401798	0.79907596	0.07526261
9.244702558602042e-10	0.27418104	0.79647255	0.13431732	0.2741589	0.796495	0.13432205	0.27420312	0.7964499	0.1343126
9.250709839165903e-10	0.27453575	0.79209083	0.16395544	0.27451402	0.79211205	0.16396262	0.27455747	0.7920697	0.1639483
9.262607792117433e-10	0.2854229	0.7773992	0.22107792	0.28540313	0.77741754	0.22108957	0.28544274	0.7773808	0.22106627
9.274492147527568e-10	0.30895358	0.75474375	0.27419823	0.30893695	0.7547591	0.27421382	0.30897018	0.75472856	0.2741827
9.280418683732565e-10	0.3249616	0.7404833	0.2985726	0.3249469	0.7404968	0.29858986	0.3249763	0.7404697	0.2985553
9.292235360547491e-10	0.3642127	0.7063057	0.34180516	0.3642023	0.70631564	0.3418252	0.3642231	0.7062958	0.34178504
9.304094222977065e-10	0.4115975	0.6646986	0.37662727	0.4115917	0.66470444	0.37664932	0.4116033	0.66469276	0.37660518
9.310028778710786e-10	0.43755826	0.6413484	0.3903773	0.43755478	0.64135206	0.39040008	0.4375618	0.6413447	0.39035457
9.32190051720772e-10	0.4923583	0.5902287	0.40978146	0.49235934	0.59022766	0.4098049	0.4923574	0.59022963	0.40975803
9.333840116066002e-10	0.5490917	0.53412426	0.41767067	0.5490968	0.53411853	0.4176938	0.5490865	0.53413	0.41764745
9.34580343328953e-10	0.6050068	0.47517687	0.41338292	0.6050155	0.47516638	0.41340488	0.60499805	0.47518736	0.41336092
9.351823384555944e-10	0.6320785	0.44526654	0.40658537	0.63208884	0.44525385	0.40660635	0.6320683	0.4452792	0.40656438
9.363982769663196e-10	0.6834132	0.38622954	0.38362256	0.6834261	0.3862128	0.38364092	0.6834004	0.38624632	0.38360417
9.370052556351863e-10	0.70699966	0.35826543	0.367733	0.7070134	0.35824692	0.36774975	0.70698583	0.35828394	0.36771625
9.382191671707558e-10	0.7494112	0.30743605	0.3278306	0.7494263	0.30741483	0.3278437	0.7493961	0.30745724	0.32781756
9.39422284187939e-10	0.7845136	0.26639754	0.27888614	0.7845294	0.2663749	0.27889514	0.7844978	0.26642013	0.2788771
9.400223378161302e-10	0.7992323	0.25029367	0.25156623	0.7992482	0.25027078	0.25157318	0.7992164	0.25031644	0.2515593
9.41232650431361e-10	0.82289183	0.22811536	0.19198534	0.82290757	0.2280931	0.19198816	0.82287586	0.22813761	0.19198251
9.424417606781221e-10	0.8379887	0.22109494	0.12860946	0.83800393	0.22107458	0.12860844	0.8379734	0.22111535	0.12861049
9.43051157827908e-10	0.84218013	0.22360046	0.09606765	0.84219503	0.22358143	0.09606483	0.84216547	0.22361949	0.09607047
9.442732061001494e-10	0.84332925	0.24091366	0.031420015	0.8433428	0.2408981	0.03141401	0.8433158	0.24092917	0.03142602
9.454993670297232e-10	0.83431166	0.27410698	-0.030144855	0.8343234	0.27409574	-0.030153412	0.83430016	0.2741182	-0.030136306
9.461186042795887e-10	0.8257419	0.29638863	-0.059050895	0.8257524	0.29637975	-0.059060436	0.8257313	0.2963975	-0.059041344
9.473435586998742e-10	0.80065477	0.34983164	-0.11018057	0.8006628	0.34982744	-0.11019145	0.8006469	0.34983587	-0.110169694
9.485862420142073e-10	0.76413095	0.4140076	-0.15171029	0.76413596	0.41400784	-0.15172164	0.76412594	0.41400748	-0.15169892
9.492057086496814e-10	0.74186945	0.4485345	-0.16782549	0.7418729	0.44853655	-0.1678368	0.7418661	0.4485324	-0.1678142
9.504336361237347e-10	0.6903871	0.5192927	-0.18968058	0.69038725	0.51929796	-0.18969123	0.6903871	0.51928747	-0.18966994
9.510343269911208e-10	0.66204166	0.5539643	-0.19519839	0.66204023	0.5539708	-0.19520852	0.6620431	0.5539578	-0.1951883
9.522385434753918e-10	0.6003787	0.6210253	-0.19565488	0.6003745	0.62103367	-0.19566354	0.60038286	0.62101704	-0.19564621
9.534684460262838e-10	0.53336143	0.68296915	-0.18160161	0.53335506	0.6829787	-0.18160841	0.53336775	0.6829597	-0.1815948
9.54086814906714e-10	0.49931425	0.71059424	-0.16922778	0.4993071	0.710604	-0.16923358	0.4993214	0.71058434	-0.16922203
9.553406653628483e-10	0.43231314	0.75791734	-0.1341809	0.432305	0.75792754	-0.13418446	0.4323213	0.7579072	-0.13417733
9.56574476810669e-10	0.3726925	0.79216665	-0.08838644	0.37268418	0.7921766	-0.088387825	0.3727008	0.7921567	-0.08838505
9.571911079391867e-10	0.3465061	0.8046238	-0.06203704	0.34649795	0.8046335	-0.062037367	0.34651423	0.80461395	-0.062036704
9.58446250206686e-10	0.30280417	0.8206886	-0.0029585934	0.302797	0.8206973	-0.0029569424	0.30281138	0.82067966	-0.00296024
9.590784614770945e-10	0.28634256	0.8242723	0.028842863	0.28633612	0.82428044	0.028845394	0.286349	0.82426393	0.028840328
9.603422584174696e-10	0.265679	0.8229865	0.0946513	0.26567465	0.82299346	0.09465529	0.26568335	0.8229796	0.09464731
9.615991346572768e-10	0.26183718	0.81132734	0.16057412	0.2618354	0.8113325	0.16057909	0.26183897	0.8113222	0.16056916
9.62222328892022e-10	0.266039	0.801984	0.19253364	0.26603866	0.8019883	0.19253887	0.26603937	0.80197984	0.19252841
9.634720804954743e-10	0.28599343	0.7766362	0.25344768	0.28599602	0.7766383	0.25345302	0.2859909	0.77663404	0.2534423
9.641064583467204e-10	0.30157486	0.7605845	0.2820789	0.30157882	0.7605855	0.28208408	0.3015709	0.7605835	0.28207368
9.653937760356128e-10	0.34297687	0.72189033	0.33384007	0.3429833	0.7218888	0.33384454	0.34297043	0.72189176	0.33383563
9.66033905355435e-10	0.36770922	0.69979054	0.35584408	0.3677166	0.6997878	0.35584792	0.3677018	0.6997933	0.35584027
9.67329313094264e-10	0.42404547	0.6498386	0.391554	0.42405415	0.64983356	0.39155623	0.4240368	0.6498437	0.39155173
9.6864140858873e-10	0.48651338	0.5931647	0.41444224	0.48652235	0.59315765	0.41444254	0.48650438	0.5931717	0.41444206
9.692904616789898e-10	0.5182352	0.5633801	0.42050558	0.51824397	0.56337243	0.42050472	0.5182265	0.56338775	0.42050648
9.705694985574637e-10	0.58016986	0.5025925	0.421978	0.58017766	0.50258434	0.42197484	0.58016217	0.50260067	0.4219812
9.712056922385514e-10	0.6099272	0.4719378	0.417526	0.6099342	0.47192988	0.41752177	0.60992014	0.4719456	0.41753024
9.724833126922442e-10	0.6659616	0.41132754	0.3984124	0.66596705	0.4113213	0.39840612	0.6659562	0.4113339	0.39841866
9.73127923912622e-10	0.6918252	0.3820468	0.38381	0.69182974	0.38204175	0.38380292	0.6918206	0.3820518	0.38381714
9.744441507891147e-10	0.7386185	0.32728046	0.34446344	0.73862153	0.32727903	0.3444551	0.7386154	0.32728192	0.34447178
9.750969040915272e-10	0.7585586	0.30357203	0.32064375	0.75856096	0.3035727	0.32063505	0.75855625	0.3035713	0.32065248
9.763867786296309e-10	0.79117775	0.26564273	0.26654312	0.7911786	0.265648	0.26653427	0.79117674	0.26563746	0.26655194
9.770322906649005e-10	0.8040134	0.25186032	0.23661348	0.80401355	0.251868	0.23660488	0.8040131	0.2518527	0.23662217
9.783154670172956e-10	0.82240856	0.23616727	0.17327723	0.82240707	0.23617955	0.17326951	0.8224102	0.236155	0.17328495
9.796224682161342e-10	0.83112305	0.23725764	0.10621171	0.83111906	0.2372741	0.106205724	0.831127	0.23724118	0.106217705
9.802742678188198e-10	0.8315795	0.24435087	0.07284774	0.83157414	0.24436907	0.07284291	0.8315848	0.2443326	0.07285257
9.815771293358437e-10	0.82454073	0.27116078	0.008399743	0.8245322	0.27118158	0.008397835	0.8245493	0.27114	0.008401653
9.822280281717767e-10	0.8170031	0.29048237	-0.021872034	0.81699276	0.2905038	-0.02187222	0.81701344	0.2904609	-0.02187185
9.835057744160412e-10	0.79439074	0.3385225	-0.07572374	0.79437697	0.33854377	-0.075720154	0.7944045	0.33850127	-0.07572732
9.841382075020828e-10	0.77940404	0.3665549	-0.09898515	0.7793886	0.36657533	-0.0989796	0.7794193	0.3665345	-0.098990716
9.854033146033937e-10	0.7421136	0.42898902	-0.13732941	0.7420958	0.42900634	-0.13731995	0.74213123	0.42897168	-0.13733885
9.86023899688974e-10	0.7204176	0.46178585	-0.1516734	0.7203995	0.4618011	-0.15166217	0.72043586	0.4617706	-0.15168461
9.872400675595677e-10	0.6720258	0.527816	-0.17037728	0.6720081	0.52782667	-0.17036304	0.6720436	0.52780545	-0.17039153
9.884442220278861e-10	0.6177289	0.59230345	-0.17590702	0.6177137	0.5923095	-0.17589058	0.617744	0.59229743	-0.17592344
9.890473583298157e-10	0.5888021	0.6231142	-0.1737043	0.588789	0.6231181	-0.17368709	0.5888151	0.62311023	-0.1737215
9.902633694090078e-10	0.5287373	0.68011826	-0.15934388	0.5287298	0.6801188	-0.15932581	0.528745	0.68011785	-0.15936199
9.914924261287434e-10	0.46855134	0.7285338	-0.13216376	0.46855035	0.72853184	-0.13214566	0.46855226	0.72853565	-0.13218185
9.921092582733523e-10	0.43972343	0.7487408	-0.11420624	0.43972597	0.74873805	-0.11418843	0.43972093	0.74874353	-0.11422404
9.933573477339835e-10	0.38660735	0.7806539	-0.07038166	0.3866169	0.7806498	-0.07036503	0.38659784	0.780658	-0.070398286
9.946052217469016e-10	0.3433183	0.8004921	-0.01861965	0.34333414	0.80048674	-0.018604893	0.3433025	0.80049753	-0.0186344
9.95236211846452e-10	0.3260554	0.80608284	0.0097405035	0.32607406	0.8060767	0.009754049	0.32603675	0.80608904	0.009726959
9.964832895647971e-10	0.3022891	0.80886686	0.06842372	0.3023123	0.8088587	0.068434335	0.30226594	0.8088751	0.06841311
9.971067518674912e-10	0.29584494	0.80635786	0.098399326	0.29586986	0.80634844	0.098408215	0.29582	0.8063675	0.098390415
9.98371604998727e-10	0.29411379	0.79378825	0.1588014	0.29414108	0.7937755	0.15880635	0.29408646	0.79380095	0.15879646
9.990211247458995e-10	0.29900503	0.78363335	0.1888939	0.299033	0.78361887	0.18889655	0.29897708	0.7836479	0.18889122
1.0003436067242424e-09	0.3202356	0.7557078	0.24639945	0.32026353	0.7556895	0.24639702	0.32020766	0.75572604	0.24640188
1.0010023450175976e-09	0.33592585	0.73840356	0.27246642	0.3359531	0.73838365	0.27246132	0.33589855	0.7384236	0.27247158
1.0023111139698894e-09	0.37556252	0.69804764	0.31764048	0.37558737	0.698025	0.31762978	0.37553772	0.69807	0.31765124
1.0036447160578055e-09	0.4249445	0.6500472	0.35288414	0.42496538	0.650024	0.3528677	0.42492366	0.6500703	0.35290056
1.004305250113665e-09	0.4517333	0.6242896	0.3658002	0.4517518	0.624267	0.36578107	0.45171475	0.6243121	0.36581925
1.005606129955098e-09	0.5069615	0.5710367	0.38181305	0.50697494	0.5710172	0.38178927	0.50694805	0.57105607	0.38183686
1.0062561571147362e-09	0.5349952	0.5437275	0.38500488	0.535006	0.54371065	0.38497916	0.53498435	0.54374444	0.38503066
1.0075854431347862e-09	0.5913043	0.48794022	0.3815292	0.59130996	0.48793048	0.3815005	0.5912987	0.48795	0.38155794
1.0082720268246582e-09	0.6191205	0.45983258	0.37458223	0.6191236	0.45982736	0.37455255	0.61911744	0.45983785	0.37461182
1.009632638066292e-09	0.6701269	0.40737358	0.35102087	0.6701253	0.40737844	0.35099086	0.6701286	0.4073688	0.35105085
1.0103074979644512e-09	0.69289917	0.38370642	0.33484882	0.6928953	0.38371652	0.33481938	0.69290304	0.38369635	0.33487827
1.0116553348689254e-09	0.732427	0.3429442	0.29477036	0.73241866	0.34296456	0.2947435	0.73243535	0.3429238	0.29479715
1.0123175552841831e-09	0.7486667	0.32675305	0.27180403	0.74865615	0.3267781	0.27177927	0.7486773	0.32672802	0.2718289
1.0136465829606636e-09	0.77439255	0.30327845	0.22065738	0.7743772	0.3033116	0.22063795	0.7744079	0.3032453	0.22067675
1.0143246037167153e-09	0.78379697	0.29638302	0.19261906	0.7837792	0.29641944	0.19260302	0.7838148	0.2963466	0.1926351
1.015005743008963e-09	0.7905984	0.29312387	0.16360767	0.7905781	0.29316288	0.16359538	0.79061866	0.29308486	0.16361997
1.0163476680643466e-09	0.795974	0.2977013	0.10549625	0.7959493	0.2977432	0.10549216	0.7959989	0.29765934	0.10550034
1.0170147972592558e-09	0.79460955	0.3053488	0.076916575	0.79458284	0.305391	0.07691684	0.79463625	0.30530664	0.07691631
1.0183603799478008e-09	0.7837454	0.3309302	0.021891039	0.7837161	0.33097064	0.021900272	0.78377485	0.33088976	0.021881808
1.0190336955958769e-09	0.77437115	0.34834757	-0.0035640101	0.7743411	0.34838605	-0.0035503278	0.7744012	0.3483091	-0.0035776913
1.0203793132094607e-09	0.74841	0.39082667	-0.048578836	0.7483804	0.39085925	-0.048556663	0.7484395	0.3907941	-0.048601005
1.0210505817745866e-09	0.73222625	0.41514713	-0.067548946	0.7321979	0.41517583	-0.06752289	0.7322546	0.4151183	-0.06757499
1.0223855839820942e-09	0.6947456	0.46796703	-0.097272575	0.6947215	0.46798682	-0.09723987	0.69476974	0.46794719	-0.09730527
1.0230314962439604e-09	0.67453396	0.49499673	-0.10751282	0.67451286	0.49501163	-0.10747757	0.67455506	0.49498177	-0.10754807
1.02429607849466e-09	0.6320838	0.5491531	-0.11922252	0.6320702	0.54915816	-0.11918385	0.6320973	0.5491481	-0.119261205
1.0255517558607485e-09	0.58743554	0.6024019	-0.119598545	0.58743143	0.60239714	-0.11955877	0.58743966	0.6024066	-0.119638324
1.026184972059567e-09	0.56444675	0.62817824	-0.1155344	0.5644479	0.6281688	-0.11549497	0.5644456	0.62818754	-0.11557384
1.0274325059156204e-09	0.5192085	0.675053	-0.099483326	0.5192207	0.67503554	-0.09944633	0.5191963	0.6750704	-0.09952034
1.028039041729699e-09	0.49766675	0.69530916	-0.088036984	0.49768442	0.69528836	-0.08800195	0.497649	0.69532996	-0.08807201
1.0292294347490283e-09	0.45740142	0.72889775	-0.05934863	0.45742926	0.72887164	-0.059318773	0.45737353	0.72892386	-0.059378486
1.0304064789005901e-09	0.42186254	0.7528156	-0.024048537	0.42189902	0.7527858	-0.024025204	0.42182603	0.7528454	-0.024071869
1.0315464645012877e-09	0.39339113	0.76640546	0.015134314	0.393434	0.76637334	0.015150386	0.39334828	0.7664377	0.015118243
1.0321109599306256e-09	0.38198435	0.7696266	0.035823002	0.3820295	0.7695936	0.03583526	0.3819392	0.76965964	0.035810757
1.0332531324067891e-09	0.36519116	0.76937234	0.0791647	0.36523914	0.7693383	0.07916896	0.36514318	0.76940644	0.07916044
1.0343760093329127e-09	0.3575558	0.7610586	0.12226311	0.35760427	0.7610241	0.12225939	0.3575074	0.761093	0.12226679
1.0354867289460811e-09	0.35890654	0.74603736	0.16378741	0.3589534	0.7460033	0.16377595	0.35885966	0.7460713	0.16379887
1.036048671193004e-09	0.3628806	0.7361997	0.18392025	0.36292595	0.7361663	0.18390502	0.36283523	0.7362331	0.18393551
1.037212208352677e-09	0.37766927	0.71172196	0.22284439	0.37771028	0.7116908	0.22282171	0.37762827	0.7117532	0.22286706
1.0384093158679512e-09	0.4011205	0.6816582	0.25784928	0.40115547	0.6816306	0.2578198	0.40108556	0.68168575	0.25787872
1.0390255171115856e-09	0.41596633	0.66461515	0.27346462	0.41599768	0.66459006	0.27343208	0.41593495	0.6646401	0.27349713
1.040249185973481e-09	0.44991857	0.62838954	0.29895344	0.4499421	0.6283705	0.29891574	0.44989508	0.6284086	0.29899108
1.0414509794414887e-09	0.48750868	0.59078306	0.31619957	0.48752385	0.5907712	0.31615835	0.48749357	0.5907949	0.3162408
1.0420554475134967e-09	0.50741524	0.5715056	0.32179442	0.5074261	0.5714978	0.32175195	0.50740445	0.5715134	0.32183683
1.043254331309122e-09	0.54771864	0.5333241	0.32663494	0.54772097	0.533325	0.3265914	0.5477164	0.53332335	0.32667845
1.0444338051390701e-09	0.58699644	0.4967997	0.3232718	0.5869905	0.49680948	0.32322893	0.5870023	0.49678984	0.3233147
1.04502697809515e-09	0.60610235	0.47917634	0.3185955	0.6060925	0.47919077	0.31855363	0.6061121	0.47916192	0.3186374
1.046223365981214e-09	0.64238334	0.44586247	0.30337173	0.6423662	0.4458862	0.30333334	0.6424003	0.44583878	0.30341014
1.0474176364784625e-09	0.67450076	0.4165264	0.28105792	0.67447746	0.4165588	0.28102466	0.674524	0.41649395	0.28109115
1.0480252291283088e-09	0.6889088	0.40346298	0.26727742	0.68888295	0.40349954	0.26724744	0.6889348	0.40342647	0.2673074
1.0492573234051486e-09	0.7135271	0.38156796	0.23507015	0.7134967	0.38161176	0.23504798	0.7135574	0.38152418	0.23509237
1.0504580458402017e-09	0.731006	0.36707026	0.19932279	0.73097265	0.36711916	0.19930941	0.7310394	0.36702144	0.19933617
1.0510561450704416e-09	0.7371541	0.36266991	0.18037257	0.7371198	0.3627204	0.1803639	0.7371886	0.36261943	0.18038121
1.0522695386603191e-09	0.7442087	0.35995138	0.14063838	0.74417317	0.36000293	0.14063975	0.7442442	0.35989982	0.14063703
1.0534956092144313e-09	0.74391115	0.36590576	0.10028869	0.7438758	0.36595526	0.10030027	0.74394655	0.36585626	0.10027711
1.0541033247095373e-09	0.7410552	0.37205717	0.08080817	0.7410205	0.37210447	0.08082466	0.74109006	0.3720099	0.0807917
1.0553133358473458e-09	0.7303301	0.3902167	0.04417707	0.7302975	0.3902576	0.044202693	0.7303628	0.39017585	0.044151448
1.0565098294074117e-09	0.71376514	0.4150076	0.0120940525	0.7137363	0.41503993	0.012127446	0.71379393	0.41497523	0.012060657
1.0571010434520297e-09	0.70368946	0.4293372	-0.0018317994	0.7036631	0.42936483	-0.0017951649	0.7037159	0.4293097	-0.0018684305
1.0583036362804734e-09	0.6800572	0.46170226	-0.025619287	0.680037	0.46171936	-0.025577534	0.6800775	0.46168512	-0.02566104
1.0595124158883867e-09	0.6531123	0.4971315	-0.04290349	0.65309966	0.49713773	-0.042858787	0.653125	0.49712524	-0.042948186
1.0601127797974623e-09	0.6389228	0.5152916	-0.048923485	0.6389143	0.5152925	-0.048878178	0.6389313	0.51529056	-0.048968796
1.0612944494113296e-09	0.61008817	0.55124056	-0.05573828	0.61008847	0.5512315	-0.055693448	0.61008775	0.5512497	-0.05578313
1.0624763627632346e-09	0.5807804	0.5864308	-0.05586238	0.5807899	0.58641255	-0.055820126	0.58077085	0.586449	-0.055904634
1.0630778078724606e-09	0.56593454	0.6036634	-0.053367786	0.5659488	0.60364103	-0.05332761	0.56592035	0.60368586	-0.053407967
1.0643071264209945e-09	0.53621423	0.63664335	-0.043010868	0.53623784	0.63661367	-0.042976312	0.5361906	0.6366731	-0.043045413
1.0655235894695387e-09	0.50828254	0.6651588	-0.026152153	0.50831455	0.6651238	-0.026124697	0.5082506	0.66519374	-0.026179606
1.0661338777526605e-09	0.49509326	0.67748517	-0.015423829	0.49512905	0.6774484	-0.015400371	0.49505743	0.6775219	-0.015447286
1.067373611348135e-09	0.47064695	0.6976209	0.0104187	0.4706892	0.69758236	0.010433461	0.47060472	0.6976595	0.010403934
1.0686237187080576e-09	0.45018798	0.71036446	0.040875304	0.45023465	0.71032614	0.040880956	0.45014143	0.7104027	0.040869664
1.0692484270649666e-09	0.44193378	0.71366256	0.0572732	0.44198164	0.7136252	0.05727427	0.4418859	0.7137	0.057272125
1.0705083576095762e-09	0.43001327	0.7139799	0.0916706	0.43006158	0.71394527	0.091662705	0.42996496	0.7140145	0.0916785
1.0711502467801718e-09	0.42661452	0.7109708	0.10942457	0.42666197	0.7109381	0.10941231	0.42656708	0.7110036	0.109436825
1.0724394787766175e-09	0.42563096	0.6989902	0.14440098	0.4256746	0.69896173	0.1443806	0.42558724	0.6990186	0.14442134
1.0730728756617432e-09	0.42804247	0.69050485	0.16081703	0.42808342	0.69047886	0.16079305	0.42800155	0.69053096	0.160841
